1,2,3,4
580.2,873.0,1224593787,3
581.2,889.4,1224593813,3
567.0,789.7,1224593859,3
572.2,867.7,1224593879,3
571.2,860.0,1224593892,3
558.7,828.3,1224593904,3
571.8,887.3,1224593921,3
569.6,879.1,1224593937,3
564.8,891.3,1224593950,3
546.6,854.7,1224593967,3
522.3,839.0,1224593996,3
519.3,853.2,1224594013,3
519.8,856.0,1224594028,3
506.1,812.2,1224594040,3
497.5,779.9,1224594057,3
509.9,827.0,1224594072,3
522.1,874.7,1224594088,3
516.2,892.6,1224594102,3
516.6,899.4,1224594117,3
520.2,926.1,1224594150,3
519.7,929.8,1224594162,3
504.1,862.0,1224594175,3
517.1,917.5,1224594192,3
510.6,873.6,1224594207,3
512.3,835.9,1224594222,3
524.7,903.3,1224594237,3
523.5,902.2,1224594252,3
520.8,887.0,1224594266,3
511.5,839.4,1224594299,3
508.0,816.8,1224594310,3
517.7,857.2,1224594327,3
530.8,900.3,1224594342,3
526.2,877.6,1224594353,3
523.2,858.0,1224594372,3
518.2,842.5,1224594385,3
511.4,824.9,1224594396,3
513.8,833.5,1224594420,3
484.7,795.2,1224594453,3
485.2,805.9,1224594467,3
496.9,836.6,1224594483,3
505.7,854.2,1224594494,3
528.8,905.3,1224594512,3
535.6,908.0,1224594528,3
570.1,742.9,1224594539,3
558.5,774.9,1224594556,3
583.1,705.5,1224594597,3
545.3,712.7,1224594612,3
548.9,716.7,1224594623,3
525.3,873.9,1224594641,3
520.0,863.9,1224594656,3
510.9,839.3,1224594667,3
522.0,890.7,1224594686,3
506.6,830.7,1224594712,3
510.5,843.5,1224594752,3
512.4,847.5,1224594760,3
527.8,889.4,1224594774,3
524.6,889.1,1224594790,3
516.9,865.2,1224594802,3
514.7,859.2,1224594820,3
515.0,854.5,1224594836,3
531.5,894.8,1224594849,3
529.6,898.8,1224594866,3
533.7,902.9,1224594895,3
550.7,937.9,1224594911,3
540.0,908.3,1224594927,3
534.0,905.3,1224594937,3
531.3,903.3,1224594956,3
529.8,887.8,1224594971,3
523.2,860.7,1224594984,3
521.0,854.0,1224595001,3
506.4,812.3,1224595018,3
501.3,784.1,1224595048,3
508.2,791.0,1224595073,3
509.4,791.6,1224595091,3
551.0,905.6,1224595106,3
540.8,880.3,1224595120,3
523.8,843.7,1224595136,3
514.7,832.8,1224595163,3
513.7,821.0,1224595197,3
516.9,817.0,1224595209,3
519.3,823.9,1224595226,3
525.3,870.8,1224595241,3
533.0,892.1,1224595262,3
533.7,918.6,1224595275,3
533.2,926.5,1224595288,3
530.3,902.6,1224595299,3
528.9,906.3,1224595317,3
515.9,796.9,1224595348,3
517.0,786.1,1224595362,3
517.0,787.2,1224595392,3
515.8,807.7,1224595407,3
505.3,877.4,1224595422,3
503.2,879.6,1224595435,3
502.8,880.4,1224595453,3
489.0,845.4,1224595467,3
496.6,864.1,1224595499,3
495.4,839.4,1224595525,3
522.5,886.0,1224595542,3
522.6,877.9,1224595557,3
531.6,882.0,1224595570,3
550.1,847.8,1224595589,3
528.6,797.2,1224595615,3
522.2,775.7,1224595659,3
513.5,777.9,1224595676,3
500.7,881.9,1224595692,3
498.9,876.7,1224595705,3
498.1,882.0,1224595724,3
495.1,873.2,1224595748,3
496.8,873.3,1224595766,3
493.6,875.3,1224595796,3
485.9,881.0,1224595814,3
489.9,879.6,1224595830,3
497.1,861.4,1224595839,3
560.3,910.8,1224595860,3
549.4,886.8,1224595875,3
545.8,878.0,1224595882,3
541.6,888.9,1224595899,3
537.5,877.3,1224595915,3
545.4,911.0,1224595949,3
561.3,947.3,1224595963,3
554.0,919.7,1224595977,3
564.3,927.2,1224595994,3
554.0,893.9,1224596009,3
553.6,901.4,1224596020,3
563.2,930.8,1224596035,3
563.4,929.4,1224596050,3
554.1,908.6,1224596065,3
536.4,849.7,1224596107,3
547.7,885.8,1224596125,3
544.4,880.2,1224596143,3
538.8,851.4,1224596153,3
536.0,831.2,1224596170,3
554.1,902.9,1224596187,3
558.1,920.1,1224596200,3
541.5,858.9,1224596215,3
526.0,806.6,1224596244,3
560.0,937.3,1224596260,3
507.9,818.6,1224596287,3
521.6,864.6,1224596305,3
543.2,932.5,1224596321,3
525.4,902.5,1224596339,3
527.0,898.8,1224596357,3
524.2,859.9,1224596366,3
522.2,849.2,1224596397,3
523.5,846.0,1224596411,3
521.8,836.8,1224596428,3
538.8,868.4,1224596446,3
532.8,847.0,1224596460,3
536.5,850.0,1224596469,3
553.2,901.6,1224596487,3
548.5,881.9,1224596502,3
544.8,872.2,1224596515,3
458.9,677.7,1224596549,3
482.1,730.3,1224596559,3
553.2,880.3,1224596576,3
561.5,899.4,1224596593,3
532.7,842.4,1224596604,3
534.8,857.9,1224596621,3
527.3,846.6,1224596637,3
526.8,847.8,1224596648,3
548.9,904.6,1224596667,3
544.9,890.2,1224596696,3
545.9,903.7,1224596711,3
549.6,910.3,1224596731,3
528.4,857.9,1224596740,3
